#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADGRL1	TLR2	9606.ENSP00000340688	9606.ENSP00000260010	0	0	0	0	0.055	0.514	0	0	0.521
ADGRL1	GNA12	9606.ENSP00000340688	9606.ENSP00000275364	0	0	0	0	0	0.752	0	0	0.752
ADGRL1	LRWD1	9606.ENSP00000340688	9606.ENSP00000292616	0	0	0	0	0.049	0.514	0	0	0.518
ADGRL1	LRG1	9606.ENSP00000340688	9606.ENSP00000302621	0	0	0	0	0	0.514	0	0	0.514
ADGRL1	GNAI2	9606.ENSP00000340688	9606.ENSP00000312999	0	0	0	0	0.042	0.752	0	0	0.752
ADGRL1	GP1BA	9606.ENSP00000340688	9606.ENSP00000329380	0	0	0	0	0.042	0.514	0	0	0.514
ADGRL1	DNAL1	9606.ENSP00000340688	9606.ENSP00000452037	0	0	0	0	0	0.514	0	0	0.514
ADGRL1	LRRC43	9606.ENSP00000340688	9606.ENSP00000344233	0	0	0	0	0	0.514	0	0	0.514
ADGRL1	LRRK1	9606.ENSP00000340688	9606.ENSP00000373600	0	0	0	0	0	0.514	0	0	0.514
ADGRL1	TLR4	9606.ENSP00000340688	9606.ENSP00000363089	0	0	0	0	0.055	0.514	0	0	0.521
ADGRL1	LRCH1	9606.ENSP00000340688	9606.ENSP00000374447	0	0	0	0	0.059	0.514	0	0	0.523
ADGRL1	LRRN3	9606.ENSP00000340688	9606.ENSP00000397312	0	0	0	0	0.047	0.514	0	0	0.517
ADGRL1	SLITRK5	9606.ENSP00000340688	9606.ENSP00000366283	0	0	0	0	0.044	0.514	0	0	0.515
ADGRL1	TENM1	9606.ENSP00000340688	9606.ENSP00000403954	0	0	0	0	0.042	0.967	0	0	0.967
ADK	NT5E	9606.ENSP00000443965	9606.ENSP00000257770	0.061	0	0	0	0.068	0	0.900	0	0.904
ADK	PDE3B	9606.ENSP00000443965	9606.ENSP00000282096	0	0	0	0	0	0	0.900	0	0.900
ADK	NQO1	9606.ENSP00000443965	9606.ENSP00000319788	0	0	0	0	0.049	0.469	0	0	0.473
ADK	ENTPD1	9606.ENSP00000443965	9606.ENSP00000360250	0	0	0	0	0	0	0.900	0	0.900
ADK	PDE7A	9606.ENSP00000443965	9606.ENSP00000385632	0	0	0	0	0	0	0.900	0	0.900
ADK	ENPP3	9606.ENSP00000443965	9606.ENSP00000406261	0	0	0	0	0.055	0	0.900	0	0.901
ADK	PDE1A	9606.ENSP00000443965	9606.ENSP00000410309	0	0	0	0	0	0	0.900	0	0.900
ADK	AMPD2	9606.ENSP00000443965	9606.ENSP00000499465	0	0	0	0	0.051	0.099	0.925	0	0.930
ADRB2	SLC9A3R1	9606.ENSP00000305372	9606.ENSP00000262613	0	0	0	0	0.055	0.791	0	0	0.794
ADRB2	LDLRAP1	9606.ENSP00000305372	9606.ENSP00000363458	0	0	0	0	0.044	0	0.500	0	0.501
ADRB2	UBQLN2	9606.ENSP00000305372	9606.ENSP00000345195	0	0	0	0	0	0	0.500	0	0.499
ADRB2	AP2A2	9606.ENSP00000305372	9606.ENSP00000327694	0	0	0	0	0	0	0.500	0	0.499
ADRB2	SGIP1	9606.ENSP00000305372	9606.ENSP00000360076	0	0	0	0	0	0	0.500	0	0.499
ADRB2	VAMP2	9606.ENSP00000305372	9606.ENSP00000418572	0	0	0	0	0.044	0	0.500	0	0.501
ADRB2	GNAI2	9606.ENSP00000305372	9606.ENSP00000312999	0	0	0	0	0.044	0.324	0.900	0	0.929
ADRB2	ARRB2	9606.ENSP00000305372	9606.ENSP00000403701	0	0	0	0	0.055	0.786	0.700	0	0.934
AFF1	CDK9	9606.ENSP00000378578	9606.ENSP00000362361	0	0	0	0	0.049	0.864	0.900	0	0.986
AFF1	AFF3	9606.ENSP00000378578	9606.ENSP00000386834	0	0	0	0.747	0.042	0	0.540	0	0.540
AFF3	CDK9	9606.ENSP00000386834	9606.ENSP00000362361	0	0	0	0	0	0.808	0.540	0	0.907
AFF3	AFF1	9606.ENSP00000386834	9606.ENSP00000378578	0	0	0	0.747	0.042	0	0.540	0	0.540
AGER	S100A12	9606.ENSP00000364210	9606.ENSP00000357726	0	0	0	0	0.106	0.410	0.500	0	0.713
AHNAK	H4C6	9606.ENSP00000367263	9606.ENSP00000244537	0	0	0	0	0.052	0.543	0	0	0.548
AHNAK	EEF1B2	9606.ENSP00000367263	9606.ENSP00000376055	0	0	0	0	0	0.424	0	0	0.424
AICDA	IFNGR2	9606.ENSP00000229335	9606.ENSP00000371425	0	0	0	0	0.159	0.257	0.124	0	0.404
AICDA	PRKACA	9606.ENSP00000229335	9606.ENSP00000309591	0	0	0	0	0.060	0.510	0	0	0.519
AICDA	TRIR	9606.ENSP00000229335	9606.ENSP00000242784	0	0	0	0	0.248	0.310	0.198	0	0.547
AICDA	MT-CO2	9606.ENSP00000229335	9606.ENSP00000354876	0	0	0	0	0.067	0.485	0.261	0	0.613
AIF1	SPI1	9606.ENSP00000365227	9606.ENSP00000227163	0	0	0	0	0.437	0	0	0	0.437
AIF1	CD52	9606.ENSP00000365227	9606.ENSP00000363330	0	0	0	0	0.422	0	0	0	0.422
AIF1	CD14	9606.ENSP00000365227	9606.ENSP00000385519	0	0	0	0	0.408	0	0	0	0.408
AIF1	CASK	9606.ENSP00000365227	9606.ENSP00000494788	0	0	0	0	0	0.415	0	0	0.414
AIF1	MYO1F	9606.ENSP00000365227	9606.ENSP00000494550	0	0	0	0	0.347	0.266	0	0	0.500
AIF1	LY86	9606.ENSP00000365227	9606.ENSP00000369286	0	0	0	0	0.528	0	0	0	0.528
AIF1	ITGB2	9606.ENSP00000365227	9606.ENSP00000380948	0	0	0	0	0.581	0	0	0	0.581
AKAP7	LSM7	9606.ENSP00000405252	9606.ENSP00000252622	0	0	0	0	0.087	0.405	0	0	0.433
AKAP7	PRKACA	9606.ENSP00000405252	9606.ENSP00000309591	0	0	0	0	0	0.806	0	0	0.806
AKAP8	EEF1B2	9606.ENSP00000269701	9606.ENSP00000376055	0	0	0	0	0.067	0.443	0	0	0.458
ALDH1A1	EPHX2	9606.ENSP00000297785	9606.ENSP00000430269	0.053	0	0	0	0.120	0	0.761	0	0.783
ALDH1B1	GLUL	9606.ENSP00000366927	9606.ENSP00000307900	0.057	0	0	0	0.068	0	0.800	0	0.809
ALDH1B1	ALDH4A1	9606.ENSP00000366927	9606.ENSP00000364490	0	0	0	0.650	0.081	0	0.800	0	0.808
ALDH1B1	WWOX	9606.ENSP00000366927	9606.ENSP00000457230	0.042	0	0	0	0.109	0.312	0.173	0	0.449
ALDH1B1	EPHX2	9606.ENSP00000366927	9606.ENSP00000430269	0.053	0	0	0	0.105	0	0.761	0	0.779
ALDH4A1	GLUL	9606.ENSP00000364490	9606.ENSP00000307900	0.057	0	0	0	0.081	0	0.900	0	0.905
ALDH4A1	EPHX2	9606.ENSP00000364490	9606.ENSP00000430269	0.053	0	0	0	0.070	0	0.761	0	0.771
ALDH4A1	ALDH1B1	9606.ENSP00000364490	9606.ENSP00000366927	0	0	0	0.650	0.081	0	0.800	0	0.808
ALOX15B	PLA2G12A	9606.ENSP00000369530	9606.ENSP00000243501	0	0	0	0	0.047	0.050	0.650	0	0.655
ALOX15B	PLA2G6	9606.ENSP00000369530	9606.ENSP00000333142	0	0	0	0	0.104	0	0.650	0	0.673
AMPD2	NT5E	9606.ENSP00000499465	9606.ENSP00000257770	0.081	0	0	0	0.042	0	0.798	0	0.807
AMPD2	PDE3B	9606.ENSP00000499465	9606.ENSP00000282096	0	0	0	0	0	0	0.650	0	0.650
AMPD2	HPRT1	9606.ENSP00000499465	9606.ENSP00000298556	0	0	0	0	0.057	0	0.932	0	0.933
AMPD2	ENTPD1	9606.ENSP00000499465	9606.ENSP00000360250	0	0	0	0	0.055	0	0.900	0	0.901
AMPD2	PDE7A	9606.ENSP00000499465	9606.ENSP00000385632	0	0	0	0	0	0	0.650	0	0.650
AMPD2	ENPP3	9606.ENSP00000499465	9606.ENSP00000406261	0	0	0	0	0.067	0	0.900	0	0.902
AMPD2	PDE1A	9606.ENSP00000499465	9606.ENSP00000410309	0	0	0	0	0	0	0.650	0	0.650
AMPD2	EPHX2	9606.ENSP00000499465	9606.ENSP00000430269	0.057	0	0	0	0.061	0	0.806	0	0.813
AMPD2	ADK	9606.ENSP00000499465	9606.ENSP00000443965	0	0	0	0	0.051	0.099	0.925	0	0.930
AMPH	AP2A2	9606.ENSP00000348602	9606.ENSP00000327694	0	0	0	0	0.042	0.791	0	0	0.792
AMPH	BIN2	9606.ENSP00000348602	9606.ENSP00000498807	0	0	0	0.806	0	0.765	0	0	0.765
AMPH	DNM1	9606.ENSP00000348602	9606.ENSP00000362014	0	0.009	0	0	0.107	0.860	0	0	0.870
ANKRD11	ACIN1	9606.ENSP00000301030	9606.ENSP00000262710	0	0	0	0	0.431	0.045	0	0	0.433
ANKRD13D	TNFAIP3	9606.ENSP00000427130	9606.ENSP00000481570	0	0	0	0	0	0.457	0	0	0.457
ANKRD44	NOTCH1	9606.ENSP00000282272	9606.ENSP00000498587	0	0	0	0.554	0.089	0.455	0	0	0.482
ANPEP	ITGA6	9606.ENSP00000300060	9606.ENSP00000386896	0	0	0	0	0.663	0	0	0	0.663
ANXA1	LGALS1	9606.ENSP00000366109	9606.ENSP00000215909	0	0	0	0	0.433	0	0	0	0.433
ANXA1	IL4	9606.ENSP00000366109	9606.ENSP00000231449	0	0	0	0	0	0	0.400	0	0.400
ANXA1	F13A1	9606.ENSP00000366109	9606.ENSP00000264870	0	0	0	0	0.129	0.063	0.400	0	0.467
ANXA1	COL1A2	9606.ENSP00000366109	9606.ENSP00000297268	0	0	0	0	0.137	0	0.400	0	0.460
ANXA1	IL13	9606.ENSP00000366109	9606.ENSP00000304915	0	0	0	0	0	0	0.400	0	0.400
ANXA1	CXCL8	9606.ENSP00000366109	9606.ENSP00000306512	0	0	0	0	0.199	0	0.500	0	0.582
ANXA1	RGS1	9606.ENSP00000366109	9606.ENSP00000356429	0	0	0	0	0.076	0.049	0.500	0	0.522
ANXA1	RGS19	9606.ENSP00000366109	9606.ENSP00000378483	0	0	0	0	0.080	0.049	0.500	0	0.524
ANXA1	PIK3R1	9606.ENSP00000366109	9606.ENSP00000428056	0	0	0	0	0.043	0	0.500	0	0.501
ANXA1	FPR1	9606.ENSP00000366109	9606.ENSP00000471493	0	0	0	0	0.058	0.292	0.500	0	0.637
AP2A2	CD74	9606.ENSP00000327694	9606.ENSP00000009530	0	0	0	0	0.042	0.122	0.500	0	0.542
AP2A2	CD4	9606.ENSP00000327694	9606.ENSP00000011653	0	0	0	0	0.050	0.092	0.500	0	0.531
AP2A2	CD3D	9606.ENSP00000327694	9606.ENSP00000300692	0	0	0	0	0	0.061	0.500	0	0.510
AP2A2	ADRB2	9606.ENSP00000327694	9606.ENSP00000305372	0	0	0	0	0	0	0.500	0	0.499
AP2A2	IL7R	9606.ENSP00000327694	9606.ENSP00000306157	0	0	0	0	0	0	0.500	0	0.499
AP2A2	ZBTB4	9606.ENSP00000327694	9606.ENSP00000307858	0	0	0	0	0.056	0.409	0	0	0.418
AP2A2	ARFGAP1	9606.ENSP00000327694	9606.ENSP00000314615	0	0	0	0	0.083	0.574	0.400	0	0.745
AP2A2	AP3S1	9606.ENSP00000327694	9606.ENSP00000325369	0	0	0	0	0.056	0	0.900	0	0.901
AP2A2	S100A12	9606.ENSP00000327694	9606.ENSP00000357726	0	0	0	0	0	0.409	0	0	0.408
AP2A2	PRKCB	9606.ENSP00000327694	9606.ENSP00000496129	0	0	0	0	0.042	0	0.400	0	0.400
AP2A2	CD3G	9606.ENSP00000327694	9606.ENSP00000431445	0	0	0	0	0	0	0.500	0	0.499
AP2A2	AREG	9606.ENSP00000327694	9606.ENSP00000379097	0	0	0	0	0	0	0.500	0	0.499
AP2A2	EFNB2	9606.ENSP00000327694	9606.ENSP00000493716	0	0	0	0	0	0	0.500	0	0.499
AP2A2	STAM	9606.ENSP00000327694	9606.ENSP00000366746	0	0	0	0	0.042	0	0.500	0	0.500
AP2A2	IGF2R	9606.ENSP00000327694	9606.ENSP00000349437	0	0	0	0	0.042	0	0.500	0	0.500
AP2A2	RPS6KA2	9606.ENSP00000327694	9606.ENSP00000422435	0	0	0	0	0.062	0	0.500	0	0.510
AP2A2	ARRB2	9606.ENSP00000327694	9606.ENSP00000403701	0	0	0	0	0.047	0.047	0.500	0	0.506
AP2A2	UBQLN2	9606.ENSP00000327694	9606.ENSP00000345195	0	0	0	0	0.074	0.063	0.500	0	0.528
AP2A2	PRKCA	9606.ENSP00000327694	9606.ENSP00000408695	0	0	0	0	0.050	0	0.400	0	0.405
AP2A2	LDLRAP1	9606.ENSP00000327694	9606.ENSP00000363458	0	0	0	0	0.095	0	0.500	0	0.528
AP2A2	MEX3C	9606.ENSP00000327694	9606.ENSP00000385610	0	0	0	0	0.060	0.510	0	0	0.519
AP2A2	TFRC	9606.ENSP00000327694	9606.ENSP00000376197	0	0	0	0	0	0.045	0.500	0	0.502
AP2A2	VAMP2	9606.ENSP00000327694	9606.ENSP00000418572	0	0	0	0	0.074	0	0.500	0	0.517
AP2A2	GRB2	9606.ENSP00000327694	9606.ENSP00000376345	0	0	0	0	0.069	0.292	0.500	0	0.642
AP2A2	DNM1	9606.ENSP00000327694	9606.ENSP00000362014	0	0	0	0	0.070	0.156	0.500	0	0.573
AP2A2	AMPH	9606.ENSP00000327694	9606.ENSP00000348602	0	0	0	0	0.042	0.791	0	0	0.792
AP2A2	SGIP1	9606.ENSP00000327694	9606.ENSP00000360076	0	0	0	0	0	0.640	0.720	0	0.895
AP3S1	TFRC	9606.ENSP00000325369	9606.ENSP00000376197	0	0	0	0	0.042	0	0.500	0	0.500
AP3S1	IGF2R	9606.ENSP00000325369	9606.ENSP00000349437	0	0	0	0	0.042	0	0.500	0	0.500
AP3S1	VAMP2	9606.ENSP00000325369	9606.ENSP00000418572	0	0	0	0	0.044	0	0.500	0	0.501
AP3S1	SGIP1	9606.ENSP00000325369	9606.ENSP00000360076	0	0	0	0	0	0	0.720	0	0.720
AP3S1	AP2A2	9606.ENSP00000325369	9606.ENSP00000327694	0	0	0	0	0.056	0	0.900	0	0.901
APBA2	CASK	9606.ENSP00000453293	9606.ENSP00000494788	0	0	0	0	0.063	0.436	0	0	0.448
APEX1	RPS5	9606.ENSP00000216714	9606.ENSP00000472985	0	0	0	0	0.443	0	0	0	0.443
APEX1	RFC1	9606.ENSP00000216714	9606.ENSP00000371321	0	0	0	0	0.137	0.095	0.500	0	0.575
APEX1	FCGR2A	9606.ENSP00000216714	9606.ENSP00000271450	0	0	0	0	0	0.710	0	0	0.710
APEX1	H4C6	9606.ENSP00000216714	9606.ENSP00000244537	0	0	0	0	0.067	0.800	0	0	0.805
APEX1	NPM1	9606.ENSP00000216714	9606.ENSP00000296930	0	0	0	0	0.203	0.469	0	0	0.559
APLP2	ITGA2B	9606.ENSP00000497691	9606.ENSP00000262407	0	0	0	0	0.070	0	0.400	0	0.418
APLP2	SELP	9606.ENSP00000497691	9606.ENSP00000263686	0	0	0	0	0	0.042	0.400	0	0.400
APLP2	LCN2	9606.ENSP00000497691	9606.ENSP00000362108	0	0	0	0	0.055	0.602	0	0	0.608
APLP2	CD9	9606.ENSP00000497691	9606.ENSP00000371958	0	0	0	0	0.072	0	0.400	0	0.419
APLP2	CD36	9606.ENSP00000497691	9606.ENSP00000415743	0	0	0	0	0.053	0	0.400	0	0.407
APLP2	PECAM1	9606.ENSP00000497691	9606.ENSP00000457421	0	0	0	0	0.072	0.134	0.400	0	0.475
APPL1	DOK2	9606.ENSP00000288266	9606.ENSP00000276420	0	0	0	0	0.047	0.421	0	0	0.424
APPL1	PIK3R1	9606.ENSP00000288266	9606.ENSP00000428056	0	0	0	0	0.082	0.606	0	0	0.622
APPL1	CASP3	9606.ENSP00000288266	9606.ENSP00000311032	0	0	0	0	0.044	0.093	0.900	0	0.905
AREG	NGFR	9606.ENSP00000379097	9606.ENSP00000172229	0	0	0	0	0.047	0	0.650	0	0.652
AREG	PAG1	9606.ENSP00000379097	9606.ENSP00000220597	0	0	0	0	0	0	0.500	0	0.499
AREG	FLT3	9606.ENSP00000379097	9606.ENSP00000241453	0	0	0	0	0.073	0	0.650	0	0.661
AREG	KDR	9606.ENSP00000379097	9606.ENSP00000263923	0	0	0	0	0.074	0	0.650	0	0.662
AREG	ICAM1	9606.ENSP00000379097	9606.ENSP00000264832	0	0	0	0	0.116	0.521	0	0	0.558
AREG	PXN	9606.ENSP00000379097	9606.ENSP00000267257	0	0	0	0	0	0	0.500	0	0.499
AREG	CSF1R	9606.ENSP00000379097	9606.ENSP00000286301	0	0	0	0	0.051	0	0.650	0	0.653
AREG	KIT	9606.ENSP00000379097	9606.ENSP00000288135	0	0	0	0	0.051	0	0.650	0	0.653
AREG	AP2A2	9606.ENSP00000379097	9606.ENSP00000327694	0	0	0	0	0	0	0.500	0	0.499
AREG	UBQLN2	9606.ENSP00000379097	9606.ENSP00000345195	0	0	0	0	0	0	0.500	0	0.499
AREG	F5	9606.ENSP00000379097	9606.ENSP00000356771	0	0	0	0	0	0	0.500	0	0.499
AREG	LDLRAP1	9606.ENSP00000379097	9606.ENSP00000363458	0	0	0	0	0	0	0.500	0	0.499
AREG	STAM	9606.ENSP00000379097	9606.ENSP00000366746	0	0	0	0	0	0	0.500	0	0.499
AREG	GRB2	9606.ENSP00000379097	9606.ENSP00000376345	0	0	0	0	0	0	0.400	0	0.400
AREG	PIK3R1	9606.ENSP00000379097	9606.ENSP00000428056	0	0	0	0	0.042	0	0.400	0	0.400
AREG	GOLGA2	9606.ENSP00000379097	9606.ENSP00000416097	0	0	0	0	0	0	0.500	0	0.499
AREG	ARHGEF7	9606.ENSP00000379097	9606.ENSP00000495631	0	0	0	0	0	0	0.500	0	0.499
AREG	VAMP2	9606.ENSP00000379097	9606.ENSP00000418572	0	0	0	0	0	0	0.500	0	0.499
AREG	IGF1R	9606.ENSP00000379097	9606.ENSP00000497069	0	0	0	0	0	0	0.650	0	0.650
ARFGAP1	SGIP1	9606.ENSP00000314615	9606.ENSP00000360076	0	0	0	0	0	0	0.400	0	0.400
ARFGAP1	DYNLL2	9606.ENSP00000314615	9606.ENSP00000477310	0	0	0	0	0.060	0	0.500	0	0.509
ARFGAP1	AP2A2	9606.ENSP00000314615	9606.ENSP00000327694	0	0	0	0	0.083	0.574	0.400	0	0.745
ARFGAP1	EDC4	9606.ENSP00000314615	9606.ENSP00000351811	0	0	0	0	0.767	0	0	0	0.767
ARHGAP24	FLNA	9606.ENSP00000378611	9606.ENSP00000358866	0	0	0	0	0	0.510	0	0	0.510
ARHGAP25	IL10RA	9606.ENSP00000386911	9606.ENSP00000227752	0	0	0	0	0.405	0	0	0	0.405
ARHGAP25	PLEK	9606.ENSP00000386911	9606.ENSP00000234313	0	0	0	0.571	0.440	0	0	0	0.440
ARHGAP25	CYTIP	9606.ENSP00000386911	9606.ENSP00000264192	0	0	0	0	0.410	0	0	0	0.410
ARHGAP25	SASH3	9606.ENSP00000386911	9606.ENSP00000349359	0	0	0	0	0.427	0	0	0	0.427
ARHGAP25	FGR	9606.ENSP00000386911	9606.ENSP00000363117	0	0	0	0	0.401	0	0	0	0.401
ARHGAP25	PTPRC	9606.ENSP00000386911	9606.ENSP00000411355	0	0	0	0	0.487	0	0	0	0.487
