#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTN1	ITGA4	9606.ENSP00000377941	9606.ENSP00000380227	0	0	0	0	0.044	0	0.650	0	0.651
ACTN1	ITGA6	9606.ENSP00000377941	9606.ENSP00000386896	0	0	0	0	0.067	0	0.650	0	0.659
ACTN1	TTN	9606.ENSP00000377941	9606.ENSP00000467141	0	0	0	0	0.083	0.649	0	0	0.664
ACTN1	ITGB1	9606.ENSP00000377941	9606.ENSP00000379350	0	0	0	0	0.174	0.328	0.900	0	0.939
ACTN1	ACTB	9606.ENSP00000377941	9606.ENSP00000494750	0	0	0	0	0.134	0.402	0.900	0	0.943
ADRB2	SLC9A3R1	9606.ENSP00000305372	9606.ENSP00000262613	0	0	0	0	0.055	0.791	0	0	0.794
ADRB2	LDLRAP1	9606.ENSP00000305372	9606.ENSP00000363458	0	0	0	0	0.044	0	0.500	0	0.501
ADRB2	UBQLN2	9606.ENSP00000305372	9606.ENSP00000345195	0	0	0	0	0	0	0.500	0	0.499
AHNAK	EEF1B2	9606.ENSP00000367263	9606.ENSP00000376055	0	0	0	0	0	0.424	0	0	0.424
AICDA	MT-CO2	9606.ENSP00000229335	9606.ENSP00000354876	0	0	0	0	0.067	0.485	0.261	0	0.613
AIF1	SPI1	9606.ENSP00000365227	9606.ENSP00000227163	0	0	0	0	0.437	0	0	0	0.437
AIF1	CD52	9606.ENSP00000365227	9606.ENSP00000363330	0	0	0	0	0.422	0	0	0	0.422
AIF1	CD14	9606.ENSP00000365227	9606.ENSP00000385519	0	0	0	0	0.408	0	0	0	0.408
AIF1	CASK	9606.ENSP00000365227	9606.ENSP00000494788	0	0	0	0	0	0.415	0	0	0.414
AIF1	MYO1F	9606.ENSP00000365227	9606.ENSP00000494550	0	0	0	0	0.347	0.266	0	0	0.500
AIF1	ITGB2	9606.ENSP00000365227	9606.ENSP00000380948	0	0	0	0	0.581	0	0	0	0.581
ALDH1A1	EPHX2	9606.ENSP00000297785	9606.ENSP00000430269	0.053	0	0	0	0.120	0	0.761	0	0.783
ANPEP	ITGA6	9606.ENSP00000300060	9606.ENSP00000386896	0	0	0	0	0.663	0	0	0	0.663
APBA2	CASK	9606.ENSP00000453293	9606.ENSP00000494788	0	0	0	0	0.063	0.436	0	0	0.448
APEX1	RPS5	9606.ENSP00000216714	9606.ENSP00000472985	0	0	0	0	0.443	0	0	0	0.443
APEX1	FCGR2A	9606.ENSP00000216714	9606.ENSP00000271450	0	0	0	0	0	0.710	0	0	0.710
APEX1	NPM1	9606.ENSP00000216714	9606.ENSP00000296930	0	0	0	0	0.203	0.469	0	0	0.559
ARHGAP25	IL10RA	9606.ENSP00000386911	9606.ENSP00000227752	0	0	0	0	0.405	0	0	0	0.405
ARHGAP25	PLEK	9606.ENSP00000386911	9606.ENSP00000234313	0	0	0	0.571	0.440	0	0	0	0.440
ARHGAP25	FGR	9606.ENSP00000386911	9606.ENSP00000363117	0	0	0	0	0.401	0	0	0	0.401
ARHGAP25	PTPRC	9606.ENSP00000386911	9606.ENSP00000411355	0	0	0	0	0.487	0	0	0	0.487
ARHGEF18	F11R	9606.ENSP00000482647	9606.ENSP00000357005	0	0	0	0	0.044	0	0.800	0	0.800
ATF4	CAMK4	9606.ENSP00000336790	9606.ENSP00000282356	0	0	0	0	0.078	0.092	0.900	0	0.908
ATF4	JUNB	9606.ENSP00000336790	9606.ENSP00000303315	0	0	0	0	0.060	0.428	0	0	0.440
ATF4	CXCL8	9606.ENSP00000336790	9606.ENSP00000306512	0	0	0	0	0.044	0	0.750	0	0.750
ATF4	RPS5	9606.ENSP00000336790	9606.ENSP00000472985	0	0	0	0	0.126	0	0.500	0	0.544
ATF4	RPS8	9606.ENSP00000336790	9606.ENSP00000379888	0	0	0	0	0.149	0	0.500	0	0.556
ATF4	PRKCB	9606.ENSP00000336790	9606.ENSP00000496129	0	0	0	0	0	0	0.650	0	0.650
ATF4	PRKCA	9606.ENSP00000336790	9606.ENSP00000408695	0	0	0	0	0	0	0.650	0	0.650
ATF4	JUN	9606.ENSP00000336790	9606.ENSP00000360266	0	0	0	0	0.061	0.674	0	0	0.681
ATM	BMI1	9606.ENSP00000278616	9606.ENSP00000365851	0	0	0	0	0.066	0.510	0	0	0.523
ATM	CASP8	9606.ENSP00000278616	9606.ENSP00000351273	0	0	0	0	0.197	0	0.900	0	0.916
ATP2B1	BSG	9606.ENSP00000392043	9606.ENSP00000333769	0	0	0	0	0.042	0.560	0	0	0.560
B3GAT1	SDC1	9606.ENSP00000433847	9606.ENSP00000370542	0	0	0	0	0	0	0.400	0	0.400
B3GNT2	FUT4	9606.ENSP00000305595	9606.ENSP00000351602	0	0	0	0	0.087	0	0.900	0	0.904
BCL2	CD34	9606.ENSP00000381185	9606.ENSP00000310036	0	0	0	0	0.062	0	0.720	0	0.726
BCL2	CASP8	9606.ENSP00000381185	9606.ENSP00000351273	0	0	0	0	0.086	0.648	0	0	0.665
BCL2	MCL1	9606.ENSP00000381185	9606.ENSP00000358022	0	0	0	0.625	0	0.536	0	0	0.536
BIN2	PLEK	9606.ENSP00000498807	9606.ENSP00000234313	0	0	0	0	0.440	0	0	0	0.440
BIN2	KDR	9606.ENSP00000498807	9606.ENSP00000263923	0	0	0	0	0	0	0.500	0	0.499
BIN2	PTPRC	9606.ENSP00000498807	9606.ENSP00000411355	0	0	0	0	0.426	0	0	0	0.426
BIN2	CD48	9606.ENSP00000498807	9606.ENSP00000484431	0	0	0	0	0.385	0.092	0	0	0.418
BIN2	MYO1F	9606.ENSP00000498807	9606.ENSP00000494550	0	0	0	0	0.393	0.147	0	0	0.460
BIRC3	CD14	9606.ENSP00000263464	9606.ENSP00000385519	0	0	0	0	0.056	0	0.400	0	0.409
BIRC3	RACK1	9606.ENSP00000263464	9606.ENSP00000426909	0	0	0	0	0.047	0.069	0.400	0	0.421
BIRC3	TNFSF13B	9606.ENSP00000263464	9606.ENSP00000365048	0	0	0	0	0.076	0	0.500	0	0.518
BIRC3	LTB	9606.ENSP00000263464	9606.ENSP00000410481	0	0	0	0	0.309	0	0.500	0	0.639
BIRC3	CD40LG	9606.ENSP00000263464	9606.ENSP00000359663	0	0	0	0	0.072	0.292	0.500	0	0.642
BIRC3	TLR4	9606.ENSP00000263464	9606.ENSP00000363089	0	0	0	0	0.090	0.514	0.400	0	0.711
BIRC3	CD40	9606.ENSP00000263464	9606.ENSP00000361359	0	0	0	0	0.192	0.094	0.500	0	0.602
BIRC3	CASP8	9606.ENSP00000263464	9606.ENSP00000351273	0	0	0	0	0.104	0.616	0	0	0.641
BIRC3	TNFRSF1B	9606.ENSP00000263464	9606.ENSP00000365435	0	0	0	0	0.084	0.292	0.500	0	0.647
BIRC3	CASP3	9606.ENSP00000263464	9606.ENSP00000311032	0	0	0	0	0.106	0.643	0.900	0	0.965
BLNK	CD79A	9606.ENSP00000224337	9606.ENSP00000221972	0	0	0	0	0.253	0.625	0.400	0	0.817
BLNK	CD79B	9606.ENSP00000224337	9606.ENSP00000376544	0	0	0	0	0.217	0	0.400	0	0.510
BMI1	ATM	9606.ENSP00000365851	9606.ENSP00000278616	0	0	0	0	0.066	0.510	0	0	0.523
BMI1	ZBTB16	9606.ENSP00000365851	9606.ENSP00000338157	0	0	0	0	0	0.512	0	0	0.512
BMI1	PUM2	9606.ENSP00000365851	9606.ENSP00000338173	0	0	0	0	0.193	0.292	0	0	0.404
BMI1	LMNA	9606.ENSP00000365851	9606.ENSP00000357283	0	0	0	0	0	0.510	0	0	0.510
BMI1	JUN	9606.ENSP00000365851	9606.ENSP00000360266	0	0	0	0	0.047	0	0.500	0	0.503
BMI1	PTEN	9606.ENSP00000365851	9606.ENSP00000361021	0	0	0	0	0.135	0.363	0	0	0.426
BSG	ITGA6	9606.ENSP00000333769	9606.ENSP00000386896	0	0	0	0	0.044	0.067	0.500	0	0.515
BSG	ATP2B1	9606.ENSP00000333769	9606.ENSP00000392043	0	0	0	0	0.042	0.560	0	0	0.560
BSG	ITGB1	9606.ENSP00000333769	9606.ENSP00000379350	0	0	0	0	0.042	0.071	0.500	0	0.516
BTLA	CD19	9606.ENSP00000333919	9606.ENSP00000313419	0	0	0	0	0.450	0	0	0	0.450
BTLA	MS4A1	9606.ENSP00000333919	9606.ENSP00000433277	0	0	0	0	0.548	0	0	0	0.548
C5AR1	SPI1	9606.ENSP00000347197	9606.ENSP00000227163	0	0	0	0	0.447	0	0	0	0.447
C5AR1	CXCR1	9606.ENSP00000347197	9606.ENSP00000295683	0	0	0	0.716	0.202	0	0.500	0	0.583
C5AR1	CXCL8	9606.ENSP00000347197	9606.ENSP00000306512	0	0	0	0	0.152	0	0.500	0	0.557
C5AR1	CXCR2	9606.ENSP00000347197	9606.ENSP00000319635	0	0	0	0.711	0.242	0	0.500	0	0.604
C5AR1	CD14	9606.ENSP00000347197	9606.ENSP00000385519	0	0	0	0	0.426	0	0	0	0.426
C5AR1	MYO1F	9606.ENSP00000347197	9606.ENSP00000494550	0	0	0	0	0.470	0	0	0	0.470
C5AR1	FGR	9606.ENSP00000347197	9606.ENSP00000363117	0	0	0	0	0.448	0	0	0	0.448
C5AR1	CSF3R	9606.ENSP00000347197	9606.ENSP00000362195	0	0	0	0	0.455	0	0	0	0.455
C5AR1	ITGAX	9606.ENSP00000347197	9606.ENSP00000454623	0	0	0	0	0.436	0	0	0	0.436
C5AR1	FPR1	9606.ENSP00000347197	9606.ENSP00000471493	0	0	0.073	0.804	0.393	0	0.500	0	0.694
CAMK4	STK10	9606.ENSP00000282356	9606.ENSP00000176763	0	0	0	0.602	0.042	0.451	0	0	0.452
CAMK4	PDE3B	9606.ENSP00000282356	9606.ENSP00000282096	0	0	0	0	0.064	0	0.650	0	0.658
CAMK4	ATF4	9606.ENSP00000282356	9606.ENSP00000336790	0	0	0	0	0.078	0.092	0.900	0	0.908
CAPN2	CASP2	9606.ENSP00000295006	9606.ENSP00000312664	0	0	0	0	0	0.061	0.540	0	0.549
CAPN2	CASP8	9606.ENSP00000295006	9606.ENSP00000351273	0	0	0	0	0.074	0.053	0.540	0	0.561
CAPN2	CASP3	9606.ENSP00000295006	9606.ENSP00000311032	0	0	0	0	0.042	0.061	0.540	0	0.550
CASK	ABLIM1	9606.ENSP00000494788	9606.ENSP00000277895	0	0	0	0	0.087	0.415	0	0	0.443
CASK	SPTBN1	9606.ENSP00000494788	9606.ENSP00000349259	0	0	0	0	0.075	0.059	0.500	0	0.527
CASK	F11R	9606.ENSP00000494788	9606.ENSP00000357005	0	0	0	0	0.042	0.523	0	0	0.523
CASK	AIF1	9606.ENSP00000494788	9606.ENSP00000365227	0	0	0	0	0	0.415	0	0	0.414
CASK	APBA2	9606.ENSP00000494788	9606.ENSP00000453293	0	0	0	0	0.063	0.436	0	0	0.448
CASP2	NGFR	9606.ENSP00000312664	9606.ENSP00000172229	0	0	0	0	0	0	0.500	0	0.499
CASP2	CAPN2	9606.ENSP00000312664	9606.ENSP00000295006	0	0	0	0	0	0.061	0.540	0	0.549
CASP2	CASP3	9606.ENSP00000312664	9606.ENSP00000311032	0	0	0	0.765	0.049	0.596	0.700	0	0.874
CASP2	CASP8	9606.ENSP00000312664	9606.ENSP00000351273	0	0	0	0.640	0.105	0.628	0.540	0	0.833
CASP3	NGFR	9606.ENSP00000311032	9606.ENSP00000172229	0	0	0	0	0	0	0.500	0	0.499
CASP3	GZMB	9606.ENSP00000311032	9606.ENSP00000216341	0	0	0	0	0.061	0.515	0.900	0	0.950
CASP3	BIRC3	9606.ENSP00000311032	9606.ENSP00000263464	0	0	0	0	0.106	0.643	0.900	0	0.965
CASP3	CAPN2	9606.ENSP00000311032	9606.ENSP00000295006	0	0	0	0	0.042	0.061	0.540	0	0.550
CASP3	CASP2	9606.ENSP00000311032	9606.ENSP00000312664	0	0	0	0.765	0.049	0.596	0.700	0	0.874
CASP3	FAS	9606.ENSP00000311032	9606.ENSP00000498466	0	0	0	0	0.116	0.071	0.360	0	0.428
CASP3	PRKCB	9606.ENSP00000311032	9606.ENSP00000496129	0	0	0	0	0.104	0	0.900	0	0.906
CASP3	PRKCA	9606.ENSP00000311032	9606.ENSP00000408695	0	0	0	0	0.089	0	0.900	0	0.905
CASP3	CTNNB1	9606.ENSP00000311032	9606.ENSP00000495360	0	0	0	0	0.088	0.395	0.750	0	0.850
CASP3	ACTB	9606.ENSP00000311032	9606.ENSP00000494750	0	0	0	0	0.042	0.095	0.900	0	0.905
CASP3	CASP8	9606.ENSP00000311032	9606.ENSP00000351273	0	0	0.088	0.828	0.105	0.786	0.900	0	0.980
CASP8	GZMB	9606.ENSP00000351273	9606.ENSP00000216341	0	0	0	0	0.050	0.292	0.900	0	0.926
CASP8	TNFSF10	9606.ENSP00000351273	9606.ENSP00000241261	0	0	0	0	0.063	0.919	0.500	0	0.958
CASP8	IL1B	9606.ENSP00000351273	9606.ENSP00000263341	0	0	0	0	0.081	0.320	0.500	0	0.660
CASP8	BIRC3	9606.ENSP00000351273	9606.ENSP00000263464	0	0	0	0	0.104	0.616	0	0	0.641
CASP8	ATM	9606.ENSP00000351273	9606.ENSP00000278616	0	0	0	0	0.197	0	0.900	0	0.916
CASP8	CAPN2	9606.ENSP00000351273	9606.ENSP00000295006	0	0	0	0	0.074	0.053	0.540	0	0.561
CASP8	CASP3	9606.ENSP00000351273	9606.ENSP00000311032	0	0	0.088	0.828	0.105	0.786	0.900	0	0.980
CASP8	CASP2	9606.ENSP00000351273	9606.ENSP00000312664	0	0	0	0.640	0.105	0.628	0.540	0	0.833
CASP8	CD14	9606.ENSP00000351273	9606.ENSP00000385519	0	0	0	0	0.067	0	0.500	0	0.514
CASP8	TLR4	9606.ENSP00000351273	9606.ENSP00000363089	0	0	0	0	0.140	0.062	0.500	0	0.561
CASP8	BCL2	9606.ENSP00000351273	9606.ENSP00000381185	0	0	0	0	0.086	0.648	0	0	0.665
CASP8	FAS	9606.ENSP00000351273	9606.ENSP00000498466	0	0	0	0	0.127	0.927	0.900	0	0.993
CCDC141	TTN	9606.ENSP00000386503	9606.ENSP00000467141	0	0.560	0	0	0.339	0	0	0	0.696
CCL3	PLEK	9606.ENSP00000477908	9606.ENSP00000234313	0	0	0	0	0.427	0	0	0	0.427
CCL3	CCR7	9606.ENSP00000477908	9606.ENSP00000246657	0	0	0	0	0.164	0	0.650	0	0.695
CCL3	IL1B	9606.ENSP00000477908	9606.ENSP00000263341	0	0	0	0	0.640	0	0.400	0	0.775
CCL3	CXCR1	9606.ENSP00000477908	9606.ENSP00000295683	0	0	0	0	0.113	0	0.650	0	0.676
CCL3	CXCL10	9606.ENSP00000477908	9606.ENSP00000305651	0	0	0	0	0.303	0	0.400	0	0.563
CCL3	CXCL8	9606.ENSP00000477908	9606.ENSP00000306512	0	0	0	0	0.497	0	0.400	0	0.685
CCL3	CXCR2	9606.ENSP00000477908	9606.ENSP00000319635	0	0	0	0	0.104	0	0.650	0	0.673
CCL3	CCR8	9606.ENSP00000477908	9606.ENSP00000326432	0	0	0	0	0.066	0	0.650	0	0.659
CCL3	CCR10	9606.ENSP00000477908	9606.ENSP00000332504	0	0	0	0	0.074	0	0.650	0	0.662
CCL3	CCR4	9606.ENSP00000477908	9606.ENSP00000332659	0	0	0	0	0.048	0.292	0.650	0	0.743
CCL3	CCR6	9606.ENSP00000477908	9606.ENSP00000343952	0	0	0	0	0.042	0	0.650	0	0.650
CCL3	CX3CR1	9606.ENSP00000477908	9606.ENSP00000351059	0	0	0	0	0.110	0	0.650	0	0.675
CCL3	CXCR3	9606.ENSP00000477908	9606.ENSP00000362795	0	0	0	0	0.086	0	0.650	0	0.666
CCL3	CXCR4	9606.ENSP00000477908	9606.ENSP00000386884	0	0	0	0	0.140	0	0.650	0	0.686
CCL3	CXCR6	9606.ENSP00000477908	9606.ENSP00000395704	0	0	0	0	0.067	0	0.650	0	0.659
CCL3	CCR3	9606.ENSP00000477908	9606.ENSP00000441600	0	0	0	0	0.061	0.287	0.650	0	0.745
CCR10	CCR7	9606.ENSP00000332504	9606.ENSP00000246657	0	0	0	0.868	0.042	0	0.500	0	0.500
CCR10	CXCR1	9606.ENSP00000332504	9606.ENSP00000295683	0	0	0	0.780	0	0	0.500	0	0.499
CCR10	PF4	9606.ENSP00000332504	9606.ENSP00000296029	0	0	0	0	0	0	0.650	0	0.650
CCR10	CXCL10	9606.ENSP00000332504	9606.ENSP00000305651	0	0	0	0	0	0	0.650	0	0.650
CCR10	CXCL8	9606.ENSP00000332504	9606.ENSP00000306512	0	0	0	0	0	0	0.650	0	0.650
CCR10	CXCR2	9606.ENSP00000332504	9606.ENSP00000319635	0	0	0	0.799	0	0	0.500	0	0.499
CCR10	CCR8	9606.ENSP00000332504	9606.ENSP00000326432	0	0	0	0.748	0	0	0.500	0	0.499
CCR10	CCR4	9606.ENSP00000332504	9606.ENSP00000332659	0	0	0	0.800	0	0	0.500	0	0.499
CCR10	CX3CR1	9606.ENSP00000332504	9606.ENSP00000351059	0	0	0	0.765	0	0	0.500	0	0.499
CCR10	CXCR6	9606.ENSP00000332504	9606.ENSP00000395704	0	0	0	0.803	0.042	0	0.500	0	0.500
CCR10	CXCR3	9606.ENSP00000332504	9606.ENSP00000362795	0	0	0	0.842	0.067	0	0.500	0	0.513
CCR10	CXCR4	9606.ENSP00000332504	9606.ENSP00000386884	0	0	0	0.802	0	0	0.500	0	0.499
CCR10	CCR6	9606.ENSP00000332504	9606.ENSP00000343952	0	0	0	0.840	0.047	0	0.500	0	0.503
CCR10	CCR3	9606.ENSP00000332504	9606.ENSP00000441600	0	0	0	0.790	0	0	0.500	0	0.499
CCR10	CCL3	9606.ENSP00000332504	9606.ENSP00000477908	0	0	0	0	0.074	0	0.650	0	0.662
CCR3	CCR7	9606.ENSP00000441600	9606.ENSP00000246657	0	0	0	0.819	0.067	0	0.500	0	0.513
CCR3	CXCR1	9606.ENSP00000441600	9606.ENSP00000295683	0	0	0	0.800	0.226	0	0.500	0	0.596
CCR3	PF4	9606.ENSP00000441600	9606.ENSP00000296029	0	0	0	0	0.082	0	0.650	0	0.664
CCR3	CXCL10	9606.ENSP00000441600	9606.ENSP00000305651	0	0	0	0	0.074	0.287	0.650	0	0.748
CCR3	CXCL8	9606.ENSP00000441600	9606.ENSP00000306512	0	0	0	0	0.048	0	0.650	0	0.652
CCR3	CXCR2	9606.ENSP00000441600	9606.ENSP00000319635	0	0	0	0.809	0.188	0	0.500	0	0.576
CCR3	CCR8	9606.ENSP00000441600	9606.ENSP00000326432	0	0	0	0.892	0.059	0	0.500	0	0.509
CCR3	CCR10	9606.ENSP00000441600	9606.ENSP00000332504	0	0	0	0.790	0	0	0.500	0	0.499
CCR3	CCR4	9606.ENSP00000441600	9606.ENSP00000332659	0	0	0.057	0.916	0.079	0	0.400	0	0.433
CCR3	CCR6	9606.ENSP00000441600	9606.ENSP00000343952	0	0	0	0.833	0.056	0	0.500	0	0.507
CCR3	CX3CR1	9606.ENSP00000441600	9606.ENSP00000351059	0	0	0.076	0.881	0.104	0	0.500	0	0.550
CCR3	CXCR3	9606.ENSP00000441600	9606.ENSP00000362795	0	0	0	0.793	0.073	0	0.500	0	0.516
CCR3	CXCR4	9606.ENSP00000441600	9606.ENSP00000386884	0	0	0.071	0.814	0.121	0	0.500	0	0.556
CCR3	CXCR6	9606.ENSP00000441600	9606.ENSP00000395704	0	0	0	0.807	0.126	0	0.500	0	0.544
CCR3	IL5RA	9606.ENSP00000441600	9606.ENSP00000412209	0	0	0	0	0.478	0	0	0	0.478
CCR3	CCL3	9606.ENSP00000441600	9606.ENSP00000477908	0	0	0	0	0.061	0.287	0.650	0	0.745
CCR4	CCR7	9606.ENSP00000332659	9606.ENSP00000246657	0	0	0	0.866	0.147	0	0.500	0	0.555
CCR4	CXCR1	9606.ENSP00000332659	9606.ENSP00000295683	0	0	0	0.855	0.099	0	0.500	0	0.530
CCR4	PF4	9606.ENSP00000332659	9606.ENSP00000296029	0	0	0	0	0.060	0	0.650	0	0.656
CCR4	CXCL10	9606.ENSP00000332659	9606.ENSP00000305651	0	0	0	0	0	0	0.650	0	0.650
CCR4	CXCL8	9606.ENSP00000332659	9606.ENSP00000306512	0	0	0	0	0.042	0	0.650	0	0.650
CCR4	CXCR2	9606.ENSP00000332659	9606.ENSP00000319635	0	0	0	0.863	0.119	0	0.500	0	0.540
CCR4	CCR8	9606.ENSP00000332659	9606.ENSP00000326432	0	0	0	0.923	0.270	0	0.500	0	0.619
CCR4	CCR10	9606.ENSP00000332659	9606.ENSP00000332504	0	0	0	0.800	0	0	0.500	0	0.499
CCR4	CX3CR1	9606.ENSP00000332659	9606.ENSP00000351059	0	0	0.065	0.897	0	0.068	0.500	0	0.526
CCR4	CXCR4	9606.ENSP00000332659	9606.ENSP00000386884	0	0	0	0.860	0.108	0	0.500	0	0.535
CCR4	CCR6	9606.ENSP00000332659	9606.ENSP00000343952	0	0	0	0.880	0.123	0	0.500	0	0.542
CCR4	CXCR6	9606.ENSP00000332659	9606.ENSP00000395704	0	0	0.076	0.811	0.127	0	0.500	0	0.561
CCR4	CXCR3	9606.ENSP00000332659	9606.ENSP00000362795	0	0	0	0.837	0.151	0	0.500	0	0.557
CCR4	CCR3	9606.ENSP00000332659	9606.ENSP00000441600	0	0	0.057	0.916	0.079	0	0.400	0	0.433
CCR4	CCL3	9606.ENSP00000332659	9606.ENSP00000477908	0	0	0	0	0.048	0.292	0.650	0	0.743
CCR6	CCR7	9606.ENSP00000343952	9606.ENSP00000246657	0	0	0	0.888	0.198	0	0.500	0	0.582
CCR6	CXCR1	9606.ENSP00000343952	9606.ENSP00000295683	0	0	0.065	0.884	0	0	0.500	0	0.512
CCR6	PF4	9606.ENSP00000343952	9606.ENSP00000296029	0	0	0	0	0.042	0	0.650	0	0.650
CCR6	CXCL10	9606.ENSP00000343952	9606.ENSP00000305651	0	0	0	0	0.042	0	0.650	0	0.650
CCR6	CXCL8	9606.ENSP00000343952	9606.ENSP00000306512	0	0	0	0	0	0	0.650	0	0.650
CCR6	CXCR2	9606.ENSP00000343952	9606.ENSP00000319635	0	0	0.063	0.874	0.044	0	0.500	0	0.512
CCR6	CCR8	9606.ENSP00000343952	9606.ENSP00000326432	0	0	0	0.832	0.075	0	0.500	0	0.517
CCR6	CCR10	9606.ENSP00000343952	9606.ENSP00000332504	0	0	0	0.840	0.047	0	0.500	0	0.503
CCR6	CCR4	9606.ENSP00000343952	9606.ENSP00000332659	0	0	0	0.880	0.123	0	0.500	0	0.542
CCR6	CX3CR1	9606.ENSP00000343952	9606.ENSP00000351059	0	0	0	0.814	0.044	0	0.500	0	0.501
CCR6	CXCR6	9606.ENSP00000343952	9606.ENSP00000395704	0	0	0	0.868	0.083	0	0.500	0	0.521
CCR6	CXCR4	9606.ENSP00000343952	9606.ENSP00000386884	0	0	0	0.821	0.056	0	0.500	0	0.507
CCR6	CXCR3	9606.ENSP00000343952	9606.ENSP00000362795	0	0	0.074	0.837	0.098	0	0.500	0	0.545
CCR6	CCR3	9606.ENSP00000343952	9606.ENSP00000441600	0	0	0	0.833	0.056	0	0.500	0	0.507
CCR6	CCL3	9606.ENSP00000343952	9606.ENSP00000477908	0	0	0	0	0.042	0	0.650	0	0.650
CCR7	FCMR	9606.ENSP00000246657	9606.ENSP00000356058	0	0	0	0	0.431	0	0	0	0.431
CCR7	CCR4	9606.ENSP00000246657	9606.ENSP00000332659	0	0	0	0.866	0.147	0	0.500	0	0.555
CCR7	CD48	9606.ENSP00000246657	9606.ENSP00000484431	0	0	0	0	0.466	0	0	0	0.466
CCR7	CD6	9606.ENSP00000246657	9606.ENSP00000323280	0	0	0	0	0.447	0.091	0	0	0.476
CCR7	CD3G	9606.ENSP00000246657	9606.ENSP00000431445	0	0	0	0	0.448	0	0	0	0.448
CCR7	CD3D	9606.ENSP00000246657	9606.ENSP00000300692	0	0	0	0	0.414	0.071	0	0	0.432
CCR7	CD3E	9606.ENSP00000246657	9606.ENSP00000354566	0	0	0	0	0.358	0.230	0	0	0.484
CCR7	CD247	9606.ENSP00000246657	9606.ENSP00000354782	0	0	0	0	0.376	0.292	0	0	0.539
